ZIP,Population_gt18_c,Laborer_c,Unemployment_c,Median_male_income,Median_female_income,Civilian_pop,Uninsured_c,Females_c,Commuters_c,Drive_alone_c,Carpooled_c,Pub_trans_c,Walked_c,Home_c,Travel_time,Median_income,Laborer_p,Unemployment_p,Uninsured_p,Females_p,Drive_alone_p,Carpooled_p,Pub_trans_p,Walked_p,Home_p,mpg_min,mpg_mean,mpg_max,mpg_std,curbwt_mean,mcycle_frac,hybrid_frac,mpd_std,mpd_max,mpd_min,mpd_mean,car_frac,truck_frac,suv_frac,msrp_std,msrp_max,msrp_mean,vehicles,msrp_min,gender_income_inequality
2375,7462.0,5539.0,452.0,57428.0,56595.0,9480.0,258.0,3856.0,5049.0,4049.0,337.0,216.0,126.0,277.0,32.5,83370.0,74.2,6.1,2.7,3856.0,80.2,6.7,4.3,2.5,5.5,0.0,18.7813734961,51.0,7.37298948192,3510.63493457,0.0878194432247,0.987968736278,6862.87254005,1035586.0,0.0,75.8967313603,49.6311583385,11.4736102573,23.7112496707,10757.6402697,187000.0,24351.4534118,22774.0,0.0,833.0
2379,5609.0,3767.0,336.0,66394.0,46725.0,6769.0,367.0,2843.0,3374.0,2565.0,320.0,170.0,107.0,157.0,28.2,78207.0,67.2,6.0,5.4,2843.0,76.0,9.5,5.0,3.2,4.7,0.0,16.842423576,54.0,8.07657850572,3472.66329448,0.148449527161,0.483835495931,370.725509673,48684.34,0.0,33.2221459204,39.0367275126,21.6461403123,18.3032768859,10687.954935,105000.0,22368.0448647,18188.0,0.0,19669.0
2382,11418.0,8452.0,683.0,54892.0,46944.0,14484.0,570.0,5833.0,7626.0,6321.0,708.0,316.0,40.0,178.0,31.0,74371.0,74.0,6.0,3.9,5833.0,82.9,9.3,4.1,0.5,2.3,0.0,18.7095495932,51.0,6.6371090016,3554.96536495,0.208717747058,0.278290329411,55.5919742537,3721.07,0.0,24.3205311715,46.9221694546,16.5794488642,23.337064037,9033.53883562,180000.0,22968.05711,33059.0,0.0,7948.0
2420,10943.0,6832.0,357.0,126011.0,90826.0,13649.0,152.0,5864.0,6277.0,4781.0,390.0,345.0,91.0,599.0,29.0,139174.0,62.4,3.3,1.1,5864.0,76.2,6.2,5.5,1.4,9.5,0.0,20.8640084191,51.0,6.99109968602,3449.77198316,0.00584658559401,3.99029466791,547.300733369,100000.0,0.0,25.7566712465,63.5962347989,3.34132366698,20.0362488307,10987.2405336,149000.0,26178.145463,34208.0,0.0,35185.0
2421,13558.0,8705.0,430.0,115673.0,91113.0,17470.0,290.0,7241.0,8177.0,5892.0,851.0,602.0,44.0,715.0,29.4,136653.0,64.2,3.2,1.7,7241.0,72.1,10.4,7.4,0.5,8.7,0.0,21.3639365079,57.0,6.79308506644,3463.8831746,0.0355555555556,4.49015873016,93.6919535444,12692.0,0.0,23.103399873,65.1276190476,2.70476190476,20.3174603175,10436.9536863,175000.0,26398.4761905,39375.0,0.0,24560.0
2445,17421.0,11894.0,614.0,85609.0,72176.0,20842.0,264.0,9965.0,11114.0,4562.0,765.0,3210.0,1276.0,771.0,29.9,104069.0,68.3,3.5,1.3,9965.0,41.0,6.9,28.9,11.5,6.9,0.0,21.5871871737,51.0,6.75212813643,3382.75455556,0.0707332682138,4.38546262926,54.7505474592,3118.0,0.0,19.3907800869,70.5715921722,1.15531004749,20.4183367577,11592.7330965,173000.0,26612.9206103,29689.0,0.0,13433.0
2446,24716.0,16641.0,954.0,77173.0,57936.0,28478.0,497.0,14379.0,15437.0,5164.0,626.0,4354.0,3174.0,1177.0,27.9,78414.0,67.3,3.9,1.7,14379.0,33.5,4.1,28.2,20.6,7.6,0.0,22.38623785,58.0,6.22939436543,3295.15378473,0.00275353140403,3.94305697056,55.90026094,6330.31,0.0,19.3511402374,74.7253352424,0.927940083157,18.2751879285,10023.6175659,191000.0,25007.104111,36317.0,0.0,19237.0
2451,14451.0,10503.0,448.0,63232.0,56015.0,16528.0,968.0,7392.0,9795.0,7619.0,644.0,799.0,250.0,327.0,28.5,79637.0,72.7,3.1,5.9,7392.0,77.8,6.6,8.2,2.6,3.3,0.0,20.2162380207,51.0,6.91674706699,3432.52982593,0.0855662037942,1.38372775279,75.7090243407,9249.5,0.0,23.8024638177,58.0994523763,8.60551535302,22.0736358302,9693.27156742,303000.0,23741.4189321,40904.0,0.0,7217.0
2452,13006.0,7927.0,443.0,65718.0,49204.0,14200.0,362.0,6722.0,7377.0,5070.0,492.0,405.0,912.0,431.0,22.5,74257.0,60.9,3.4,2.5,6722.0,68.7,6.7,5.5,12.4,5.8,0.0,20.897618594,51.0,6.68954095061,3423.61592684,0.0647742427129,1.51266907982,80.7833637737,9541.5,0.0,24.2612436655,64.2369975233,4.79710421033,21.1011621261,9645.19268063,159000.0,24214.9361783,26245.0,0.0,16514.0
2453,25875.0,18106.0,963.0,55149.0,49656.0,29697.0,1779.0,13021.0,16828.0,11585.0,1622.0,1038.0,1492.0,626.0,22.4,68805.0,70.0,3.7,6.0,13021.0,68.8,9.6,6.2,8.9,3.7,0.0,20.6218952055,51.0,6.76809626015,3381.49312794,0.0706638872204,1.14828816733,73.0563786886,6102.73,0.0,23.7383363954,60.3575592693,8.01151821362,20.4130304208,8946.08129926,162000.0,22807.8648906,56606.0,0.0,5493.0
2457,1343.0,675.0,50.0,,,1343.0,36.0,833.0,625.0,100.0,0.0,60.0,360.0,97.0,15.5,,50.3,3.7,2.7,833.0,16.0,0.0,9.6,57.6,15.5,0.0,15.5614973262,32.0,7.65686458231,3839.03743316,0.0,2.94117647059,28.5285722676,290.86,0.0,14.5718716578,22.7272727273,22.9946524064,18.449197861,10404.8969985,85000.0,24772.7272727,374.0,0.0,
2458,9160.0,6515.0,341.0,87990.0,60983.0,11331.0,285.0,5036.0,6068.0,3705.0,695.0,801.0,126.0,556.0,26.9,89238.0,71.1,3.7,2.5,5036.0,61.1,11.5,13.2,2.1,9.2,0.0,21.145477496,51.0,6.68834978452,3405.80253244,0.023667705416,3.10835864463,69.8273811138,4529.95,0.0,22.8066048677,65.5634886198,3.69610666246,20.736854562,10171.7301273,159000.0,25237.1898544,25351.0,0.0,27007.0
2459,14768.0,9498.0,281.0,126627.0,81372.0,18206.0,215.0,7870.0,8996.0,5881.0,842.0,1029.0,449.0,696.0,27.5,129318.0,64.3,1.9,1.2,7870.0,65.4,9.4,11.4,5.0,7.7,0.0,21.0947686679,51.0,6.43427392254,3495.72143601,0.0660585888869,3.7094438375,52.0844626483,3096.7,0.0,21.6992995249,66.9605426967,1.52696968927,21.128585584,12254.3383881,159000.0,28135.0644071,39359.0,0.0,45255.0
2460,6646.0,5031.0,258.0,88986.0,64714.0,8598.0,114.0,3553.0,4597.0,3111.0,427.0,572.0,87.0,342.0,26.3,100551.0,75.7,3.9,1.3,3553.0,67.7,9.3,12.4,1.9,7.4,0.0,21.2516636419,51.0,6.9010176825,3428.07567508,0.0,3.83875048122,45.0030542763,2304.85,0.0,22.217861189,65.0662706924,4.9221800583,19.0232634879,9036.51845451,112000.0,24827.8061926,18183.0,0.0,24272.0
2461,5122.0,3688.0,301.0,115227.0,86194.0,6856.0,83.0,2786.0,3368.0,2110.0,237.0,562.0,65.0,355.0,29.5,127656.0,72.0,5.9,1.2,2786.0,62.6,7.0,16.7,1.9,10.5,0.0,21.8528803545,51.0,6.83660145161,3405.9084195,0.0147710487445,4.54209748892,62.3343010066,3981.74,0.0,22.3489431315,68.9807976366,1.55096011817,18.7223042836,9198.94355418,117000.0,25571.4918759,13540.0,0.0,29033.0
2462,1051.0,582.0,11.0,120694.0,89000.0,1210.0,21.0,652.0,552.0,377.0,79.0,61.0,8.0,18.0,30.4,80900.0,55.4,1.0,1.7,652.0,68.3,14.3,11.1,1.4,3.3,0.0,21.8026640355,51.0,7.68362143192,3383.12777504,0.0,5.13073507647,150.246392733,6624.0,0.0,25.4629945733,66.8968919586,3.10804144055,16.7735569808,9046.05498029,83000.0,24131.7217563,2027.0,0.0,31694.0
2464,2556.0,1880.0,47.0,62656.0,58775.0,3028.0,29.0,1357.0,1813.0,1308.0,93.0,256.0,65.0,47.0,28.8,83780.0,73.6,1.8,1.0,1357.0,72.1,5.1,14.1,3.6,2.6,0.0,21.3747661609,51.0,7.18541628549,3403.7414259,0.0,2.80606942424,71.8288574089,2557.46,0.0,24.6025753482,62.3986697152,4.4481396799,19.850342964,9474.75770862,95000.0,23874.8700894,4811.0,0.0,3881.0
2465,9123.0,6444.0,437.0,97140.0,62303.0,11724.0,142.0,4811.0,5865.0,4195.0,437.0,651.0,98.0,308.0,24.0,128672.0,70.6,4.8,1.2,4811.0,71.5,7.5,11.1,1.7,5.3,0.0,20.451029344,51.0,7.30628338703,3471.83515133,0.00768167153173,3.43370717468,154.346977196,21057.0,0.0,23.8708722538,60.4893224766,4.88938392994,22.6417268398,11536.933207,269000.0,26175.0652942,26036.0,0.0,34837.0
2466,7070.0,4688.0,276.0,89022.0,65221.0,8534.0,141.0,3675.0,4300.0,2439.0,445.0,627.0,422.0,347.0,25.5,107560.0,66.3,3.9,1.7,3675.0,56.7,10.3,14.6,9.8,8.1,0.0,21.1980755117,51.0,7.34212888164,3438.52238441,0.0,3.53910136182,32.16228488,997.43,0.0,22.5792465139,63.7935252385,3.66142053331,20.2479001876,9379.89383226,135000.0,24703.8245128,12263.0,0.0,23801.0
2467,19547.0,10865.0,547.0,105851.0,69245.0,22666.0,410.0,10981.0,10191.0,5253.0,790.0,1203.0,1790.0,1029.0,26.4,113952.0,55.6,2.8,1.8,10981.0,51.5,7.8,11.8,17.6,10.1,0.0,21.0998014685,51.0,6.26374935077,3514.37935272,0.0126051744241,3.47902814105,196.458188049,33891.67,0.0,21.6706740617,68.6982006114,1.51262093089,21.8258595153,14157.8707901,321000.0,29120.4739546,31733.0,0.0,36606.0
2468,4322.0,3033.0,104.0,138523.0,81932.0,5155.0,52.0,2136.0,2893.0,1976.0,182.0,390.0,28.0,317.0,27.0,197660.0,70.2,2.4,1.0,2136.0,68.3,6.3,13.5,1.0,11.0,0.0,21.2902610442,51.0,7.01804264125,3538.94578313,0.0301204819277,7.15863453815,50.9249943175,2182.3,0.0,21.691435743,67.2088353414,0.732931726908,23.0522088353,10699.2459226,133000.0,28741.064257,9960.0,0.0,56591.0
2472,27924.0,20544.0,1370.0,61470.0,56554.0,32058.0,1136.0,15068.0,18731.0,12389.0,1640.0,2930.0,465.0,936.0,26.2,83355.0,73.6,4.9,3.5,15068.0,66.1,8.8,15.6,2.5,5.0,0.0,20.095784744,57.0,8.02516777762,3120.40879931,0.0870062073085,1.68558294159,84.9472745367,13748.0,0.0,22.4668264811,62.1484040205,4.93468041451,18.1998805288,10493.7263147,147000.0,21932.5896683,77006.0,0.0,4916.0
2474,21524.0,16023.0,853.0,79890.0,61015.0,26039.0,571.0,11282.0,14747.0,9982.0,841.0,2402.0,323.0,763.0,28.7,85066.0,74.4,4.0,2.2,11282.0,67.7,5.7,16.3,2.2,5.2,0.0,21.877364733,51.0,6.30915332909,3310.32253686,0.0525967525747,2.39400057687,116.289358898,18778.0,0.0,23.2637068834,70.35918492,4.13478342015,17.5079319296,8296.5297333,116000.0,23152.2760821,58939.0,0.0,18875.0
2476,13452.0,9500.0,571.0,85638.0,72788.0,16746.0,148.0,7087.0,8819.0,5835.0,673.0,1334.0,148.0,640.0,30.3,89644.0,70.6,4.2,0.9,7087.0,66.2,7.6,15.1,1.7,7.3,0.0,21.7800149971,58.0,6.892244999,3335.46532619,0.0277723775932,3.73816202405,90.5938071044,10470.81,0.0,22.9400616547,68.4561335296,3.42433415725,17.5938012053,8299.51818306,127000.0,23503.2632544,36007.0,0.0,12850.0
2478,19408.0,13127.0,643.0,88849.0,67500.0,24459.0,504.0,10781.0,12321.0,8057.0,872.0,1687.0,333.0,1051.0,27.2,105731.0,67.6,3.3,2.1,10781.0,65.4,7.1,13.7,2.7,8.5,0.0,21.21576687,57.0,6.59531636164,3433.86540836,0.0847879379942,3.19613661917,156.951557618,33030.0,0.0,21.8738923193,66.4663705233,3.66247027814,20.4375794887,10358.9307294,182000.0,25747.8111809,54253.0,0.0,21349.0
2481,12212.0,7376.0,452.0,160833.0,84415.0,16253.0,174.0,7501.0,6872.0,4319.0,276.0,695.0,930.0,504.0,26.3,177440.0,60.4,3.7,1.1,7501.0,62.8,4.0,10.1,13.5,7.3,0.0,19.6189799129,51.0,6.03704605201,3775.34789448,0.0211761858664,3.47289448209,66.0368342098,8759.9,0.0,23.6078820789,54.2231364956,2.95861568248,33.0711519845,14459.2430901,330000.0,32234.2388674,33056.0,0.0,76418.0
2482,8132.0,4899.0,263.0,148719.0,81769.0,10362.0,244.0,4644.0,4595.0,2907.0,225.0,440.0,569.0,395.0,27.5,130480.0,60.2,3.2,2.4,4644.0,63.3,4.9,9.6,12.4,8.6,0.0,20.1171643799,51.0,6.40293462673,3616.19585687,0.0851941529908,3.13873195229,141.147558209,20033.2,0.0,23.6347063044,57.5105371716,3.8696081069,28.3920724599,12338.4093141,210000.0,28859.6538427,22302.0,0.0,66950.0
2492,15249.0,9695.0,418.0,126694.0,78654.0,19746.0,153.0,8019.0,9063.0,6539.0,400.0,1013.0,317.0,667.0,29.6,133925.0,63.6,2.7,0.8,8019.0,72.2,4.4,11.2,3.5,7.4,0.0,20.2506241181,51.0,6.14090712951,3610.76956475,0.0477586019755,2.7417779225,129.297519917,19201.0,0.0,23.644785629,57.0650168241,4.65212200152,26.560295235,11442.2664702,213000.0,27719.4182134,46065.0,0.0,48040.0
2493,8653.0,5025.0,295.0,193063.0,75885.0,11308.0,101.0,4660.0,4705.0,3544.0,354.0,170.0,219.0,337.0,29.0,176875.0,58.1,3.4,0.9,4660.0,75.3,7.5,3.6,4.7,7.2,0.0,18.8039856642,51.0,6.63525451415,3789.36237249,0.0354456303415,3.80449765665,189.119586809,28947.67,0.0,24.341864834,54.0348942539,3.66271513528,33.2283092434,18047.6361934,256000.0,34981.1744319,25391.0,0.0,117178.0
2494,6790.0,4875.0,400.0,96283.0,73627.0,8830.0,140.0,3606.0,4411.0,3354.0,224.0,373.0,25.0,396.0,27.1,105762.0,71.8,5.9,1.6,3606.0,76.0,5.1,8.5,0.6,9.0,0.0,19.35026488,51.0,7.47842924171,3449.64608467,0.00445176512487,2.23478609269,620.587993267,88459.0,0.0,30.3505012688,53.6482215198,6.26363353069,21.56880203,11130.5859302,149000.0,24896.1848373,22463.0,0.0,22656.0
2532,10003.0,6175.0,516.0,55020.0,45642.0,11446.0,416.0,5083.0,5537.0,4852.0,335.0,17.0,123.0,177.0,28.7,59044.0,61.7,5.2,3.6,5083.0,87.6,6.1,0.3,2.2,3.2,0.0,19.3295289089,51.0,6.75364670268,3560.86609365,0.075149124043,0.836034004979,210.15475025,27705.04,0.0,30.4756202151,49.8849279038,19.6561927575,20.8961533042,9118.35268254,92000.0,23858.4378376,21291.0,0.0,9378.0
2534,937.0,627.0,0.0,50412.0,51935.0,982.0,23.0,460.0,627.0,469.0,17.0,10.0,61.0,70.0,21.1,64787.0,66.9,0.0,2.3,460.0,74.8,2.7,1.6,9.7,11.2,0.0,17.7362962963,58.0,8.44333668535,3458.96296296,0.0,4.81481481481,40.4970724768,972.55,0.0,24.3593481481,52.7407407407,20.2962962963,13.9259259259,10929.5463739,116000.0,24395.5555556,1350.0,0.0,-1523.0
2535,1040.0,668.0,69.0,57500.0,32222.0,1231.0,45.0,544.0,578.0,440.0,17.0,3.0,20.0,69.0,17.6,62768.0,64.2,6.6,3.7,544.0,76.1,2.9,0.5,3.5,11.9,0.0,18.5473071325,51.0,7.72916370857,3449.08296943,0.0,4.25036390102,55.1454783628,2220.49,0.0,18.4186637555,42.2125181951,22.2998544396,27.1324599709,9158.79569695,77000.0,23393.8864629,3435.0,0.0,25278.0
2536,16253.0,10083.0,902.0,55147.0,44192.0,19461.0,765.0,8678.0,8875.0,7611.0,534.0,64.0,42.0,542.0,25.6,59306.0,62.0,5.5,3.9,8678.0,85.8,6.0,0.7,0.5,6.1,0.0,18.7301819301,51.0,7.19374421385,3536.93026655,0.109619600754,1.27120273857,69.0978745574,7833.0,0.0,25.1033408977,48.6672564329,17.9218431478,21.2412015847,10134.6759969,135000.0,24107.2348936,51998.0,0.0,10955.0
2537,4697.0,2913.0,270.0,67008.0,44300.0,6116.0,127.0,2460.0,2557.0,2124.0,177.0,57.0,16.0,170.0,30.2,83801.0,62.0,5.7,2.1,2460.0,83.1,6.9,2.2,0.6,6.6,0.0,18.9471557352,51.0,6.89715084792,3683.82810071,0.0388560770905,1.6319552378,276.444977614,30101.0,0.0,32.5750202052,45.780230028,15.557973267,28.5747590923,9580.36385212,135000.0,25888.7161952,12868.0,0.0,22708.0
2538,2439.0,1624.0,268.0,51625.0,52979.0,3153.0,141.0,1174.0,1335.0,1177.0,89.0,0.0,59.0,10.0,27.0,51591.0,66.6,11.0,4.5,1174.0,88.2,6.7,0.0,4.4,0.7,0.0,19.2483918129,51.0,6.60903446034,3524.59064327,0.0584795321637,0.321637426901,54.5131706236,1763.83,0.0,27.9564473684,48.1140350877,21.5497076023,19.6929824561,8065.75106144,124000.0,22255.2631579,6840.0,0.0,-1354.0
2539,3696.0,2217.0,123.0,41448.0,49947.0,4052.0,524.0,1586.0,2041.0,1489.0,153.0,92.0,45.0,154.0,14.6,63378.0,60.0,3.3,12.9,1586.0,73.0,7.5,4.5,2.2,7.5,0.0,16.9736424481,51.0,6.93709129794,3668.90222866,0.0827985924239,1.62147243497,109.317091719,11614.8,0.0,18.5955647554,29.0209066446,23.0042089284,33.7680259436,9970.11382903,79000.0,24247.705789,14493.0,0.0,-8499.0
2540,7564.0,3364.0,255.0,77860.0,43417.0,8189.0,224.0,3996.0,3077.0,2342.0,269.0,33.0,121.0,265.0,20.3,57721.0,44.5,3.4,2.7,3996.0,76.1,8.7,1.1,3.9,8.6,0.0,20.1597586862,51.0,7.04247089447,3433.76159088,0.139649201207,3.01642274606,69.8081294364,3896.21,0.0,23.2894860909,60.0491565188,12.4622947157,18.2940453581,9815.7519324,131000.0,24425.1480282,17902.0,0.0,34443.0
2542,878.0,508.0,19.0,41888.0,25588.0,817.0,16.0,379.0,464.0,419.0,9.0,0.0,0.0,25.0,19.2,41875.0,57.9,2.2,2.0,379.0,90.3,1.9,0.0,0.0,5.4,0.0,11.578125,47.0,9.94681105989,3735.41666667,0.0,0.260416666667,51.9525596748,229.15,0.0,53.505390625,22.3958333333,9.375,12.7604166667,9926.50832937,39000.0,21190.1041667,384.0,0.0,16300.0
2543,626.0,358.0,32.0,68438.0,30600.0,655.0,24.0,340.0,326.0,87.0,17.0,26.0,110.0,61.0,23.6,79583.0,57.2,5.1,3.7,340.0,26.7,5.2,8.0,33.7,18.7,0.0,18.6545961003,51.0,10.7805720612,3208.07799443,0.0,8.82079851439,54.5393306792,1539.13,0.0,21.3964531105,56.4531104921,18.4772516249,5.8495821727,8691.80204528,93000.0,21847.7251625,1077.0,0.0,37838.0
2553,269.0,236.0,16.0,59327.0,39568.0,314.0,13.0,165.0,220.0,220.0,0.0,0.0,0.0,0.0,26.9,88077.0,87.7,5.9,4.1,165.0,100.0,0.0,0.0,0.0,0.0,0.0,18.5054852321,47.0,8.42956781027,3364.38818565,0.084388185654,1.85654008439,61.6291667693,1050.4,0.0,30.1215189873,45.8227848101,20.4219409283,21.4345991561,9340.6447911,53000.0,22323.2067511,1185.0,0.0,19759.0
2554,7914.0,6003.0,191.0,56029.0,45676.0,9788.0,1010.0,3834.0,5618.0,3577.0,779.0,20.0,579.0,411.0,10.6,84452.0,75.9,2.4,10.3,3834.0,63.7,13.9,0.4,10.3,7.3,0.0,16.0991380447,51.0,6.59286287873,3744.2444052,0.263594907346,1.09919076363,77.8182100355,12125.71,0.0,14.1595149854,20.2177293935,21.6279621478,44.8823048739,10088.9774922,93000.0,24436.5131666,37937.0,0.0,10353.0
2556,2578.0,1352.0,110.0,84554.0,61417.0,2809.0,36.0,1431.0,1242.0,1047.0,18.0,37.0,16.0,89.0,29.8,78984.0,52.4,4.3,1.3,1431.0,84.3,1.4,3.0,1.3,7.2,0.0,19.5997271901,51.0,6.64215456739,3579.79690815,0.121248863292,2.2431039709,61.5036078985,3010.5,0.0,25.806826311,56.8050924523,14.4740830555,19.2179448318,10317.1843675,92000.0,26105.1833889,6598.0,0.0,23137.0
2557,3734.0,2490.0,98.0,52289.0,62862.0,4454.0,127.0,1945.0,2076.0,1513.0,93.0,192.0,52.0,183.0,16.8,76389.0,66.7,2.6,2.9,1945.0,72.9,4.5,9.2,2.5,8.8,0.0,17.8456406717,51.0,7.03597392258,3548.87661989,0.0536768652711,1.26524039568,129.172066115,12229.5,0.0,19.4926792424,36.1552028219,20.5045625335,27.950310559,9978.70739471,121000.0,23337.2440764,13041.0,0.0,-10573.0
2558,1555.0,1058.0,0.0,48173.0,34347.0,1791.0,0.0,984.0,973.0,845.0,20.0,0.0,108.0,0.0,18.5,48327.0,68.0,0.0,0.0,984.0,86.8,2.1,0.0,11.1,0.0,0.0,19.828125,51.0,6.62870380378,3442.03125,0.0,0.729166666667,100.770610088,4004.91,0.0,27.888796875,53.3072916667,21.5104166667,15.859375,8999.13334985,120000.0,22404.6875,3840.0,0.0,13826.0
2559,3403.0,2200.0,132.0,67375.0,39219.0,3938.0,155.0,1789.0,2016.0,1800.0,74.0,39.0,0.0,103.0,26.3,63415.0,64.6,3.9,3.9,1789.0,89.3,3.7,1.9,0.0,5.1,0.0,19.3692060946,51.0,7.22747946017,3484.8436247,0.0,1.34723336006,58.1882405129,3179.06,0.0,25.3288660786,52.269446672,20.0801924619,16.3913392141,9113.92200028,81000.0,23588.1315156,6235.0,0.0,28156.0
2561,400.0,262.0,8.0,66033.0,,439.0,49.0,173.0,254.0,152.0,24.0,0.0,51.0,0.0,15.5,72981.0,65.5,2.0,11.2,173.0,59.8,9.4,0.0,20.1,0.0,0.0,17.3176470588,31.0,8.41214309938,3236.33986928,0.0,0.0,77.9735208871,1389.0,0.0,31.3761699346,47.4509803922,20.9150326797,12.8104575163,10793.8672115,67000.0,21743.7908497,765.0,0.0,
2562,2707.0,1623.0,151.0,71648.0,43983.0,3154.0,131.0,1447.0,1427.0,1302.0,65.0,10.0,9.0,25.0,26.8,57417.0,60.0,5.6,4.2,1447.0,91.2,4.6,0.7,0.6,1.8,0.0,18.1303085299,51.0,7.59475077479,3506.6061706,0.0181488203267,0.980036297641,247.779517795,12144.57,0.0,34.159923775,43.3030852995,21.5607985481,21.1433756806,10087.6211761,126000.0,23782.9401089,5510.0,0.0,27665.0
2563,7864.0,5484.0,265.0,68636.0,51211.0,9586.0,199.0,4244.0,5154.0,4240.0,519.0,26.0,51.0,318.0,28.2,79429.0,69.7,3.4,2.1,4244.0,82.3,10.1,0.5,1.0,6.2,0.0,19.050778084,51.0,6.84057083317,3591.58291457,0.028367644675,1.39406710974,79.9488673903,5797.79,0.0,29.9472329389,47.5076997893,15.8656184147,25.5268276868,9649.56154686,232000.0,24680.7424218,24676.0,0.0,17425.0
2564,306.0,276.0,5.0,44821.0,4957.0,347.0,0.0,112.0,271.0,228.0,5.0,0.0,16.0,22.0,9.4,49821.0,90.2,1.6,0.0,112.0,84.1,1.8,0.0,5.9,8.1,0.0,15.2355040143,51.0,7.52826975356,3426.04817128,0.0,2.40856378234,2946.48836256,98661.0,0.0,99.4889206066,15.7002676182,12.1320249777,56.82426405,10651.6268245,78000.0,22652.9884032,1121.0,0.0,39864.0
2568,3184.0,2122.0,128.0,44245.0,48163.0,3951.0,347.0,1629.0,1977.0,1290.0,162.0,139.0,165.0,73.0,13.4,56477.0,66.6,4.0,8.8,1629.0,65.3,8.2,7.0,8.3,3.7,0.0,16.9567292886,51.0,8.14694150439,3388.35848476,0.130890052356,1.60147828765,68.1338500285,4019.99,0.0,17.999367878,34.3701878657,19.9645826917,25.7545426548,10349.2816462,93000.0,22320.9886049,12988.0,0.0,-3918.0
2571,9232.0,6005.0,776.0,54104.0,41421.0,11018.0,401.0,5012.0,5167.0,4391.0,416.0,86.0,128.0,142.0,27.8,54345.0,65.0,8.4,3.6,5012.0,85.0,8.1,1.7,2.5,2.7,0.0,18.4125507939,51.0,7.18295589977,3451.58560597,0.230405094047,0.712161199782,1382.68431705,212519.0,0.0,39.4241058188,47.1408822421,21.1009174312,17.871056931,9434.54421576,144000.0,22379.5819195,23871.0,0.0,12683.0
2575,2049.0,1442.0,13.0,55119.0,51429.0,2606.0,286.0,1251.0,1343.0,891.0,55.0,41.0,8.0,314.0,17.9,70646.0,70.4,0.6,11.0,1251.0,66.3,4.1,3.1,0.6,23.4,0.0,17.1301188904,51.0,7.94904529061,3502.14002642,0.277410832232,2.91941875826,117.829365946,7937.14,0.0,20.6990330251,32.7741083223,27.7278731836,26.5389696169,9777.07780538,73000.0,22972.2589168,7570.0,0.0,3690.0
2576,3301.0,2445.0,289.0,52695.0,48194.0,3898.0,154.0,1619.0,2142.0,1984.0,118.0,0.0,0.0,40.0,26.3,76884.0,74.1,8.8,4.0,1619.0,92.6,5.5,0.0,0.0,1.9,0.0,18.0080591001,51.0,7.62493572928,3490.23505709,0.537273337811,0.617864338482,3321.67922681,285862.0,0.0,70.8020282069,44.2713230356,24.916051041,16.6957689725,9293.85497582,80000.0,22128.0053727,7445.0,0.0,4501.0
2584,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,11.0642599278,36.0,7.72575832307,3641.58844765,0.216606498195,0.0,34.5880074263,891.63,0.0,16.6263537906,3.97111913357,34.1516245487,14.7292418773,13163.7293014,77000.0,20765.3429603,1385.0,0.0,
2601,11245.0,7158.0,715.0,37899.0,37229.0,13266.0,1832.0,5738.0,6293.0,5129.0,585.0,134.0,301.0,57.0,21.0,39876.0,63.7,6.4,13.8,5738.0,81.5,9.3,2.1,4.8,0.9,0.0,18.8665969476,57.0,6.97123559015,3431.6938462,0.0751658550933,0.336612307592,243.365825658,32381.0,0.0,25.5114627929,49.5996601196,14.820745776,19.6182881794,9727.13332754,129000.0,22446.0603288,30599.0,0.0,670.0
2630,1920.0,1011.0,19.0,44400.0,76688.0,2052.0,90.0,871.0,992.0,802.0,60.0,52.0,21.0,57.0,26.0,58524.0,52.7,1.0,4.4,871.0,80.8,6.0,5.2,2.1,5.7,0.0,19.2528700906,51.0,7.22356682807,3587.19033233,0.0302114803625,2.26586102719,171.357682397,8155.14,0.0,28.0768731118,45.8912386707,17.250755287,28.9425981873,10050.8840269,93000.0,25861.0271903,3310.0,0.0,-32288.0
2631,8393.0,5078.0,354.0,47648.0,44271.0,9357.0,430.0,4486.0,4574.0,3948.0,149.0,57.0,92.0,232.0,24.3,63610.0,60.5,4.2,4.6,4486.0,86.3,3.3,1.2,2.0,5.1,0.0,19.0426081343,51.0,7.10885232075,3561.13621691,0.159495689819,1.93673337637,145.986314395,21928.89,0.0,25.5716990088,46.3790680895,17.7078190863,25.5117153382,9014.61524146,100000.0,24202.9013025,26333.0,0.0,3377.0
2632,9607.0,5962.0,357.0,57399.0,47289.0,11407.0,661.0,5187.0,5475.0,4625.0,361.0,49.0,51.0,308.0,21.6,67190.0,62.1,3.7,5.8,5187.0,84.5,6.6,0.9,0.9,5.6,0.0,19.3903103103,51.0,6.23859977367,3582.15815816,0.16016016016,0.872872872873,153.759350291,22810.0,0.0,24.4852464464,51.4954954955,14.0860860861,25.5175175175,9615.5334041,114000.0,24926.2462462,24975.0,0.0,10110.0
